,content,score,thumbsUpCount,at
460,"I have a full speed network connection but still when I gave the ai a math equation, it was not responding for 2 minutes and still I didn't got the answer. Chatgpt is better guys. Be happy with what we had. If you really need a new ai then you can try gemini as it can beat chatgpt but not this app. I will not recommend this app. Don't be fooled by the feedbacks and yt videos.",1,0,2025-01-29 14:30:59
461,Gave it a simple programming exercise to test it out. It got mentally overwhelmed and wrote a book as a response (8000 words) until I stopped it because it wasn't stopping on its own.,1,0,2025-01-28 17:57:14
462,"Absolutely amazed by the performance and advanced data extraction of the app it not only give complex solution but also provide live data from server, also it's totally free,which make its unique from other LLM model keep going deepseek!",5,0,2025-01-28 05:56:05
463,"It's a historical moment; it is the best AI, is open source, and it consumes less energy, so you don't destroy the planet. It's an amazing model. You don't need to give it a long description. An amazing piece of technology",5,0,2025-01-28 19:11:15
464,"This is the technology of tomorrow, today. An absolute must have for everyone. It's naturally intuitive & insightful assistance is invaluable in almost any application you can think of, and several you haven't considered yet. 5 Stars is not enough, 10 outta 10, GET THIS APP!!",5,0,2025-01-30 05:32:08
465,the overall app is awesome and its responses are quite brilliant than other LLM model like chatgpt and the best part is it is totally free but the app does have some bugs which need to be fixed like whne you asked something sometimes it does not response,5,0,2025-01-30 00:46:07
466,I love this app b/c of it works on my phone. My phone is infinix smart 5 and it is 32bit. A lot's ai apps look like chatgpt and other ai apps work in 64bit. Even though I think in the future deepseek surpass chatgpt and other ai model. Keep it up the good work.,5,0,2025-01-30 19:16:31
467,"When I click on the Terms of Service and Privacy Policy links in the first run dialog box before agreeing to continue, they both go to URLs that say file not found. I can't/won't agree to using a service with missing terms.",1,0,2025-01-27 14:30:56
468,"DeepSeek AI is an absolute game-changer! Its intuitive interface, real-time data processing, and powerful predictive analytics make complex tasks effortless. The customizable features and stunning visualizations help me uncover insights faster than ever.",5,0,2025-01-28 09:51:58
469,"The revolutionary Chinese AI that’s giving OpenAI’s ChatGPT a run for its money—and it’s completely FREE! Imagine paying $200/month for ChatGPT’s premium features, only to find out DeepSeek offers the same (or better) capabilities at ZERO cost. Thank you, China, for making cutting-edge AI accessible to everyone!",5,0,2025-01-28 17:27:48
470,I wonder how this Chinese AI company that was unknown until now has made an AI that is capable to read out of a specific website! And it is 100% FREE! This company invested $7m and other companies have invested 70x more money (500m) and made it pay-to-have a good ai ahh. And this is for free. This app sets the standard from now on.,5,0,2025-01-31 08:30:40
471,"Because this app can't hold memories. It literally is incapable of evolving, making it useless for the development of better AI technology in the future, it can't learn if it can't build off of what it remembers... This app is no better than Gemini. Just stick with chat gpt",1,0,2025-02-01 14:41:31
472,"I've asked it for info on three specific topics, in each case it said it can't provide current information but gave me a list of generic web pages or search engines to find the info I wanted. A basic Google search answered all 3 questions straight away. Not impressed so far.",2,0,2025-01-28 12:40:04
473,"DeepSeek isn’t just “another AI app.” It’s what every AI tool should aspire to be: fast, transparent, and user-first. If you’re tired of battling clunky interfaces or vague answers, give DeepSeek 10 minutes—you’ll never go back.",5,0,2025-01-28 23:54:48
474,This AI gives much accurate information and of course with the source from original and most viewed too. After using it for the first time to help me with a lot of stuff it did impressed me with the accuracy of the information and I can locate where is the information source were. Overall is great and magnificent,5,0,2025-01-30 12:08:49
475,"This app is way better than CHATGPT that wants a Monthly subscription 🙄.. I'd say you for it without having a second thought. U won't regret it. I didn't...though I still use em both, but wholely I prefer Deepseek more",5,0,2025-01-31 07:03:22
476,"A Game-Changer with DeepThink R1! DeepSeek has completely transformed how I approach complex tasks, thanks to its brilliant DeepThink R1 feature! This tool is a powerhouse—it delivers accurate, insightful answers instantly, whether I'm researching, problem-solving, or just curious. The interface is sleek and user-friendly, making it effortless to navigate. What truly sets DeepSeek apart is how DeepThink R1 simplifies even the trickiest queries with clarity and depth.",5,0,2025-01-28 15:37:40
477,"The response is so slow I leave for 30 seconds and come back, either it finally generated a response or I have to try again. And my past conversations disappear the same day I use it. Idk if it's just me but I hope these problems get sorted",1,0,2025-01-31 15:28:49
478,"While there is a lot of hype surrounding DeepSeek’s performance, the reality is that it is not directly comparable to ChatGPT in terms of speed and the ability to gather reliable data. I agree that ChatGPT can be expensive, but it offers reliability and accuracy in providing information that aligns with our expectations. It consistently delivers results based on trusted sources. On the other hand, DeepSeek, being developed in China, raises concerns about the predictability and reliability of i",1,1,2025-01-29 17:02:14
