Service,Question,Primary Data Source,Secondary Data Source,Custom Sentiment Score,Analysis Type
ChatGPT,How accurate or reliable are the results?,"I am uninstalling this app, it always gives wrong answers, I am starting to doubt it's reliability.",1,-0.59,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,reliable,5,10.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,very inaccurate. very cool ideas but not accurate,1,1.25,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,due to some error unable to use,1,-1.43,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,sometimes correct sometimes wrong,4,-2.5,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,It correctly explains most of the topics so far.,5,0.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"Makes acquiring information a much faster process. Though I would not suggest that you hand over tasks to it. There's a reason I used to remember everyone's phone number and no longer due. Use wisely. Also the pro version is well worth $20 a month. If you intend to use it for work and not entertainment, I would recommend you spend the money. It's orders of magnitude higher in terms of reliability. Still hallucinates. I'd say maybe 3-4% would be an over estimation of hallucination rate, but safe.",5,0.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"Did work fine. Now no matter what I do, type/delete cashe, I get ""An error has occurred. Please try again later""",1,-0.48,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,it's great except the fact it has issues most times,5,1.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,good to use chat gpt it's getting all the best answers when we are giving correct propmt,5,1.18,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"The best is also a really good friend in many things. Sometimes he gives wrong advice. For example, I asked him for help to have Linux in addition to Windows, but unfortunately he unistalled Windows in the end. Fortunately, my laptop was new and I had no information.😂",5,0.21,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"The only AI chat I use. No ads, no BS, accurate information with new voice interaction availability.",5,0.59,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,Something is very wrong with this now. I know it can sometimes make mistakes but now it's deeply flawed!,1,-0.53,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"As an avid user of AI language models, I can confidently say that ChatGPT stands out as a true gem on the Play Store. From its impressive capabilities to its user-friendly interface, this app has proven to be an invaluable tool for various tasks and activities. The first thing that caught my attention was ChatGPT's exceptional language comprehension. It consistently delivers accurate responses, demons",5,0.16,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"I use it but sorry for saying that it's a very bad app because it can't read images not giving the correct answer of questions evenly of those questions which are simple so,I did not recommend this.I downloaded it approximately 10 times and 10 times uninstall it because I don't like it due to its bad response.I asked many projects questions and many more things but it respond me usually bad. It's critical thinking is also very bad.",1,-0.26,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,Everything is excellent but some grammar mistakes are also there like the spelling of Sulphur in chatgpt is sulfur and it's wrong😶,4,0.45,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,very nice ☺️ but upgrade 😸 is not correct it comes against when using the app.,3,0.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,all answer correct with their correct explanation,5,0.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,Very helpful and accurate,5,5.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"basic information knowledge ke liye thik hai upar knowledge not found, error",3,-0.83,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,Very bad app all most time give wrong answer I suggest don't download this app 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬*********d.,1,-1.25,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,looks good bt in pictures error like all,3,0.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,I shared some worries and past experiences with this ai and it comforted me like we all expect... sometimes it is very helpful..but one thing is that we cannot say the information is 100 percent correct..there are chances to get incorrect answers.,3,0.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,Very fast and reliable The best AI,5,4.29,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,give me wrong answer.. very bad,1,-3.33,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,I think chatGPT helps in a very accurate way it just gives information directly what we are searching for rather than making things more complicated to find what we want.,4,0.33,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"""I've had an amazing experience with ChatGPT. The insights and guidance provided align perfectly with my journey as a Muslim. The responses are respectful, authentic, and tailored to my needs. I appreciate the focus on Islamic teachings and the commitment to providing accurate information. This platform has become a valuable resource for me, offering clarity and support in my daily life. Highly recommend it to anyone seeking meaningful conversations and knowledge!""",5,0.28,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"Amazing Yet lately keeps giving the error ""Something went wrong please try again""",3,-0.77,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"lately, it has become a mess, losing attachments, inaccuracy, lies, losing chats, sending expired files, and not following instructions. It also takes more than 24 hours (no joke) to provide a 250-word music analysis. Very disappointed.",2,0.0,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,This app is just rocking You can get accurate answers This app can satisfy your questions 👍,5,0.59,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,The app never works. I install it and it always says error occurred. Then it only gives me the option to sign out when though I've never signed in. I haven't even created an account yet.. This has been going for months now,1,-0.23,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,"ChatGPT has been an invaluable assistant in my day-to-day tasks. Its ability to provide quick and accurate information, offer helpful suggestions, and engage in meaningful conversations has made it an indispensable tool for me. Whether I need assistance with information, writing, or problem-solving, ChatGPT is always there to provide reliable support. The app is user-friendly, and the responses are consistently on point. It's a fantastic companion for anyone.",5,0.74,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,Was working good but not it just keeps saying network error. I have fiber so there's no reason it should be a network issue,1,0.42,Keyword/Text Analysis
ChatGPT,How accurate or reliable are the results?,Not even 1% recommend for Islamic information .... Please consult authentic source related to Islamic info because I got ever info almost wrong about Hadith and references and other stuff it just supposes by its own self...,4,-0.27,Keyword/Text Analysis
